user,prediction
0,0.6626179514807197
1,0.5156907239318131
2,0.5156907239318131
3,0.49849164288626174
4,0.7339892217069808
5,0.73679495572477
6,0.6447237544081743
7,0.6447237544081743
8,0.5156907239318131
9,0.5156907239318131
10,0.6626179514807197
11,0.5156907239318131
12,0.8043766578249337
13,0.6626179514807197
14,0.6626179514807197
15,0.73679495572477
16,0.5156907239318131
17,0.73679495572477
18,0.7339892217069808
19,0.5156907239318131
20,0.7339892217069808
21,0.6447237544081743
22,0.6626179514807197
23,0.5156907239318131
24,0.5156907239318131
25,0.8043766578249337
26,0.8043766578249337
27,0.8043766578249337
28,0.6626179514807197
29,0.4773951745139377
30,0.6626179514807197
31,0.6447237544081743
32,0.49849164288626174
33,0.4773951745139377
34,0.5156907239318131
35,0.49849164288626174
36,0.7339892217069808
37,0.5156907239318131
38,0.73679495572477
39,0.5156907239318131
40,0.7339892217069808
41,0.4773951745139377
42,0.5156907239318131
43,0.4773951745139377
44,0.5156907239318131
45,0.5156907239318131
46,0.7339892217069808
47,0.4773951745139377
48,0.8043766578249337
49,0.5156907239318131
50,0.4773951745139377
51,0.4773951745139377
52,0.5156907239318131
53,0.5156907239318131
54,0.73679495572477
55,0.6626179514807197
56,0.6970829964969011
57,0.6447237544081743
58,0.6626179514807197
59,0.5156907239318131
60,0.6447237544081743
61,0.8043766578249337
62,0.5156907239318131
63,0.4773951745139377
64,0.4773951745139377
65,0.6970829964969011
66,0.7339892217069808
67,0.49849164288626174
68,0.5156907239318131
69,0.5156907239318131
70,0.49849164288626174
71,0.8043766578249337
72,0.73679495572477
73,0.4773951745139377
74,0.49849164288626174
75,0.73679495572477
76,0.5156907239318131
77,0.5156907239318131
78,0.5156907239318131
79,0.6447237544081743
80,0.4773951745139377
81,0.8043766578249337
82,0.8043766578249337
83,0.8043766578249337
84,0.7339892217069808
85,0.5156907239318131
86,0.4773951745139377
87,0.49849164288626174
88,0.8043766578249337
89,0.5156907239318131
90,0.5156907239318131
91,0.5156907239318131
92,0.5156907239318131
93,0.6447237544081743
94,0.6970829964969011
95,0.5156907239318131
96,0.5156907239318131
97,0.5156907239318131
98,0.6970829964969011
99,0.8043766578249337
100,0.73679495572477
101,0.73679495572477
102,0.6970829964969011
103,0.5156907239318131
104,0.8043766578249337
105,0.73679495572477
106,0.5156907239318131
107,0.8043766578249337
108,0.5156907239318131
109,0.7339892217069808
110,0.6447237544081743
111,0.73679495572477
112,0.5156907239318131
113,0.5156907239318131
114,0.4773951745139377
115,0.73679495572477
116,0.8043766578249337
117,0.4773951745139377
118,0.4773951745139377
119,0.4773951745139377
120,0.4773951745139377
121,0.8043766578249337
122,0.49849164288626174
123,0.5156907239318131
124,0.6626179514807197
125,0.4773951745139377
126,0.73679495572477
127,0.4773951745139377
128,0.6970829964969011
129,0.6626179514807197
130,0.8043766578249337
131,0.6970829964969011
132,0.6447237544081743
133,0.5156907239318131
134,0.4773951745139377
135,0.6447237544081743
136,0.6447237544081743
137,0.6626179514807197
138,0.4773951745139377
139,0.6447237544081743
140,0.6626179514807197
141,0.5156907239318131
142,0.5156907239318131
143,0.7339892217069808
144,0.5156907239318131
145,0.5156907239318131
146,0.7339892217069808
147,0.8043766578249337
148,0.4773951745139377
149,0.6626179514807197
150,0.5156907239318131
151,0.5156907239318131
152,0.5156907239318131
153,0.7339892217069808
154,0.49849164288626174
155,0.6447237544081743
156,0.4773951745139377
157,0.8043766578249337
158,0.6447237544081743
159,0.4773951745139377
160,0.4773951745139377
161,0.4773951745139377
162,0.4773951745139377
163,0.6626179514807197
164,0.5156907239318131
165,0.4773951745139377
166,0.6447237544081743
167,0.49849164288626174
168,0.73679495572477
169,0.8043766578249337
170,0.7339892217069808
171,0.4773951745139377
172,0.5156907239318131
173,0.6970829964969011
174,0.7339892217069808
175,0.73679495572477
176,0.8043766578249337
177,0.6970829964969011
178,0.4773951745139377
179,0.5156907239318131
180,0.6447237544081743
181,0.5156907239318131
182,0.6970829964969011
183,0.4773951745139377
184,0.8043766578249337
185,0.4773951745139377
186,0.73679495572477
187,0.5156907239318131
188,0.8043766578249337
189,0.7339892217069808
190,0.73679495572477
191,0.5156907239318131
192,0.6970829964969011
193,0.8043766578249337
194,0.7339892217069808
195,0.6447237544081743
196,0.8043766578249337
197,0.6447237544081743
198,0.6970829964969011
199,0.4773951745139377
200,0.4773951745139377
201,0.6626179514807197
202,0.4773951745139377
203,0.8043766578249337
204,0.6626179514807197
205,0.8043766578249337
206,0.6626179514807197
207,0.4773951745139377
208,0.4773951745139377
209,0.7339892217069808
210,0.49849164288626174
211,0.5156907239318131
212,0.6626179514807197
213,0.4773951745139377
214,0.5156907239318131
215,0.6447237544081743
216,0.5156907239318131
217,0.4773951745139377
218,0.73679495572477
219,0.6626179514807197
220,0.6447237544081743
221,0.7339892217069808
222,0.49849164288626174
223,0.49849164288626174
224,0.8043766578249337
225,0.6970829964969011
226,0.7339892217069808
227,0.73679495572477
228,0.6970829964969011
229,0.4773951745139377
230,0.4773951745139377
231,0.73679495572477
232,0.5156907239318131
233,0.49849164288626174
234,0.5156907239318131
235,0.73679495572477
236,0.6970829964969011
237,0.4773951745139377
238,0.5156907239318131
239,0.6447237544081743
240,0.6447237544081743
241,0.5156907239318131
242,0.4773951745139377
243,0.8043766578249337
244,0.73679495572477
245,0.4773951745139377
246,0.5156907239318131
247,0.6626179514807197
248,0.6626179514807197
249,0.5156907239318131
250,0.49849164288626174
251,0.6626179514807197
252,0.8043766578249337
253,0.6970829964969011
254,0.73679495572477
255,0.4773951745139377
256,0.5156907239318131
257,0.73679495572477
258,0.4773951745139377
259,0.4773951745139377
260,0.7339892217069808
261,0.6970829964969011
262,0.7339892217069808
263,0.5156907239318131
264,0.49849164288626174
265,0.7339892217069808
266,0.8043766578249337
267,0.6447237544081743
268,0.6447237544081743
269,0.6447237544081743
270,0.4773951745139377
271,0.49849164288626174
272,0.6970829964969011
273,0.73679495572477
274,0.73679495572477
275,0.6626179514807197
276,0.8043766578249337
277,0.6447237544081743
278,0.4773951745139377
279,0.4773951745139377
280,0.73679495572477
281,0.73679495572477
282,0.7339892217069808
283,0.8043766578249337
284,0.5156907239318131
285,0.4773951745139377
286,0.4773951745139377
287,0.6626179514807197
288,0.6447237544081743
289,0.7339892217069808
290,0.6447237544081743
291,0.4773951745139377
292,0.6970829964969011
293,0.7339892217069808
294,0.73679495572477
295,0.5156907239318131
296,0.6970829964969011
297,0.6447237544081743
298,0.4773951745139377
299,0.8043766578249337
300,0.5156907239318131
301,0.6626179514807197
302,0.6970829964969011
303,0.6447237544081743
304,0.7339892217069808
305,0.4773951745139377
306,0.6970829964969011
307,0.8043766578249337
308,0.5156907239318131
309,0.73679495572477
310,0.5156907239318131
311,0.7339892217069808
312,0.6626179514807197
313,0.6447237544081743
314,0.4773951745139377
315,0.8043766578249337
316,0.6447237544081743
317,0.4773951745139377
318,0.5156907239318131
319,0.6447237544081743
320,0.4773951745139377
321,0.7339892217069808
322,0.73679495572477
323,0.8043766578249337
324,0.73679495572477
325,0.4773951745139377
326,0.6626179514807197
327,0.5156907239318131
328,0.7339892217069808
329,0.6626179514807197
330,0.6447237544081743
331,0.5156907239318131
332,0.8043766578249337
333,0.5156907239318131
334,0.73679495572477
335,0.6447237544081743
336,0.6626179514807197
337,0.73679495572477
338,0.8043766578249337
339,0.73679495572477
340,0.73679495572477
341,0.7339892217069808
342,0.8043766578249337
343,0.5156907239318131
344,0.6447237544081743
345,0.6626179514807197
346,0.6970829964969011
347,0.4773951745139377
348,0.73679495572477
349,0.7339892217069808
350,0.6447237544081743
351,0.6447237544081743
352,0.7339892217069808
353,0.6970829964969011
354,0.6447237544081743
355,0.5156907239318131
356,0.6626179514807197
357,0.5156907239318131
358,0.49849164288626174
359,0.6626179514807197
360,0.73679495572477
361,0.49849164288626174
362,0.5156907239318131
363,0.4773951745139377
364,0.5156907239318131
365,0.6447237544081743
366,0.6626179514807197
367,0.5156907239318131
368,0.5156907239318131
369,0.4773951745139377
370,0.6626179514807197
371,0.6970829964969011
372,0.6447237544081743
373,0.4773951745139377
374,0.6447237544081743
375,0.6970829964969011
376,0.4773951745139377
377,0.6447237544081743
378,0.73679495572477
379,0.6970829964969011
380,0.5156907239318131
381,0.6970829964969011
382,0.6970829964969011
383,0.4773951745139377
384,0.8043766578249337
385,0.4773951745139377
386,0.5156907239318131
387,0.73679495572477
388,0.6447237544081743
389,0.4773951745139377
390,0.5156907239318131
391,0.6970829964969011
392,0.4773951745139377
393,0.6970829964969011
394,0.6970829964969011
395,0.73679495572477
396,0.6626179514807197
397,0.8043766578249337
398,0.4773951745139377
399,0.5156907239318131
400,0.8043766578249337
401,0.6970829964969011
402,0.4773951745139377
403,0.4773951745139377
404,0.4773951745139377
405,0.6447237544081743
406,0.73679495572477
407,0.5156907239318131
408,0.4773951745139377
409,0.4773951745139377
410,0.8043766578249337
411,0.6970829964969011
412,0.5156907239318131
413,0.6970829964969011
414,0.6970829964969011
415,0.6447237544081743
416,0.73679495572477
417,0.7339892217069808
418,0.6626179514807197
419,0.73679495572477
420,0.5156907239318131
421,0.6447237544081743
422,0.7339892217069808
423,0.6626179514807197
424,0.6970829964969011
425,0.5156907239318131
426,0.8043766578249337
427,0.6447237544081743
428,0.6970829964969011
429,0.4773951745139377
430,0.73679495572477
431,0.4773951745139377
432,0.8043766578249337
433,0.6447237544081743
434,0.8043766578249337
435,0.6626179514807197
436,0.5156907239318131
437,0.5156907239318131
438,0.8043766578249337
439,0.6626179514807197
440,0.4773951745139377
441,0.6447237544081743
442,0.5156907239318131
443,0.6970829964969011
444,0.5156907239318131
445,0.7339892217069808
446,0.6626179514807197
447,0.73679495572477
448,0.73679495572477
449,0.4773951745139377
450,0.6447237544081743
451,0.8043766578249337
452,0.8043766578249337
453,0.4773951745139377
454,0.4773951745139377
455,0.6626179514807197
456,0.4773951745139377
457,0.6626179514807197
458,0.6447237544081743
459,0.6626179514807197
460,0.4773951745139377
461,0.6447237544081743
462,0.73679495572477
463,0.73679495572477
464,0.73679495572477
465,0.6626179514807197
466,0.8043766578249337
467,0.6447237544081743
468,0.5156907239318131
469,0.73679495572477
470,0.6626179514807197
471,0.6970829964969011
472,0.6970829964969011
473,0.5156907239318131
474,0.4773951745139377
475,0.6970829964969011
476,0.73679495572477
477,0.73679495572477
478,0.5156907239318131
479,0.6970829964969011
480,0.6970829964969011
481,0.6626179514807197
482,0.73679495572477
483,0.5156907239318131
484,0.7339892217069808
485,0.4773951745139377
486,0.6447237544081743
487,0.6970829964969011
488,0.4773951745139377
489,0.6970829964969011
490,0.7339892217069808
491,0.5156907239318131
492,0.7339892217069808
493,0.5156907239318131
494,0.73679495572477
495,0.6626179514807197
496,0.4773951745139377
497,0.4773951745139377
498,0.4773951745139377
499,0.7339892217069808
500,0.7339892217069808
501,0.73679495572477
502,0.4773951745139377
503,0.73679495572477
504,0.6970829964969011
505,0.6447237544081743
506,0.6626179514807197
507,0.73679495572477
508,0.73679495572477
509,0.5156907239318131
510,0.73679495572477
511,0.4773951745139377
512,0.8043766578249337
513,0.73679495572477
514,0.6970829964969011
515,0.8043766578249337
516,0.6626179514807197
517,0.7339892217069808
518,0.6626179514807197
519,0.73679495572477
520,0.8043766578249337
521,0.8043766578249337
522,0.8043766578249337
523,0.6970829964969011
524,0.6447237544081743
525,0.6447237544081743
526,0.7339892217069808
527,0.6970829964969011
528,0.6970829964969011
529,0.6447237544081743
530,0.5156907239318131
531,0.4773951745139377
532,0.5156907239318131
533,0.5156907239318131
534,0.4773951745139377
535,0.6626179514807197
536,0.4773951745139377
537,0.7339892217069808
538,0.7339892217069808
539,0.7339892217069808
540,0.6447237544081743
541,0.6626179514807197
542,0.6970829964969011
543,0.4773951745139377
544,0.6626179514807197
545,0.73679495572477
546,0.6626179514807197
547,0.8043766578249337
548,0.6447237544081743
549,0.6447237544081743
550,0.6447237544081743
551,0.6626179514807197
552,0.6447237544081743
553,0.6626179514807197
554,0.6970829964969011
555,0.6970829964969011
556,0.6447237544081743
557,0.73679495572477
558,0.73679495572477
559,0.6970829964969011
560,0.7339892217069808
561,0.8043766578249337
562,0.6626179514807197
563,0.6970829964969011
564,0.7339892217069808
565,0.6970829964969011
566,0.8043766578249337
567,0.6970829964969011
568,0.6447237544081743
569,0.6626179514807197
570,0.5156907239318131
571,0.6970829964969011
572,0.6447237544081743
573,0.73679495572477
574,0.5156907239318131
575,0.6970829964969011
576,0.4773951745139377
577,0.6447237544081743
578,0.7339892217069808
579,0.6447237544081743
580,0.6447237544081743
581,0.8043766578249337
582,0.8043766578249337
583,0.6447237544081743
584,0.6626179514807197
585,0.4773951745139377
586,0.5156907239318131
587,0.7339892217069808
588,0.6447237544081743
589,0.73679495572477
590,0.5156907239318131
591,0.4773951745139377
592,0.5156907239318131
593,0.73679495572477
594,0.6447237544081743
595,0.73679495572477
596,0.6970829964969011
597,0.7339892217069808
598,0.7339892217069808
599,0.6626179514807197
600,0.8043766578249337
601,0.6447237544081743
602,0.6447237544081743
603,0.4773951745139377
604,0.6970829964969011
605,0.6447237544081743
606,0.6970829964969011
607,0.6626179514807197
608,0.4773951745139377
609,0.8043766578249337
610,0.7339892217069808
611,0.4773951745139377
612,0.6447237544081743
613,0.7339892217069808
614,0.6626179514807197
615,0.73679495572477
616,0.4773951745139377
617,0.5156907239318131
618,0.6626179514807197
619,0.7339892217069808
620,0.5156907239318131
621,0.5156907239318131
622,0.6970829964969011
623,0.73679495572477
624,0.73679495572477
625,0.6970829964969011
626,0.8043766578249337
